epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
0,22.805455107437936,,19.81452808380127,,,
1,6.957852158107255,0.4868421052631579,2.4141703605651856,0.47368421052631576,0.0,0.35
2,6.3303199833945225,0.5131578947368421,1.8987691879272461,0.4473684210526316,0.27586206896551724,0.5138888888888888
3,6.173922152895677,0.5328947368421053,1.5240439772605896,0.631578947368421,0.631578947368421,0.5222222222222221
4,6.5733658169445235,0.46381578947368424,1.2994374096393586,0.47368421052631576,0.5238095238095238,0.4277777777777778
5,5.40614568089184,0.5427631578947368,1.3261506736278534,0.5526315789473685,0.6530612244897959,0.42500000000000004
6,5.616400618302195,0.4934210526315789,1.239840602874756,0.5,0.6122448979591837,0.4277777777777778
7,5.610271284846883,0.5230263157894737,1.0660876035690308,0.5263157894736842,0.6086956521739131,0.5027777777777778
8,5.756047948410637,0.5361842105263158,1.4283344149589539,0.5789473684210527,0.6666666666666666,0.47222222222222227
9,5.6255078347105725,0.4967105263157895,0.987691605091095,0.6052631578947368,0.6808510638297872,0.49444444444444446
10,5.420207014209346,0.47368421052631576,0.765980315208435,0.5526315789473685,0.6666666666666666,0.5833333333333334
11,4.78035087648191,0.5230263157894737,0.8626218557357788,0.5789473684210527,0.6521739130434783,0.625
12,4.9192862345984105,0.4967105263157895,1.3451704740524293,0.5526315789473685,0.6530612244897959,0.43333333333333335
13,4.40042338088939,0.5361842105263158,1.2352397322654725,0.5789473684210527,0.68,0.4888888888888889
14,4.304182468276275,0.5493421052631579,1.3936133861541748,0.5526315789473685,0.6382978723404256,0.43333333333333335
15,3.6959621765111623,0.47368421052631576,1.3488767385482787,0.5,0.6122448979591837,0.4388888888888889
16,4.272133366057747,0.47039473684210525,1.581098246574402,0.5,0.5128205128205128,0.4444444444444444
17,4.520632437969509,0.5263157894736842,1.4783703565597535,0.5263157894736842,0.625,0.4222222222222223
18,4.081804573535919,0.47368421052631576,0.7935401678085328,0.5263157894736842,0.6086956521739131,0.5222222222222221
19,3.6892994195222855,0.5361842105263158,1.361540186405182,0.5526315789473685,0.6382978723404256,0.4361111111111111
20,4.278887946550784,0.4967105263157895,0.8992133736610413,0.5526315789473685,0.7017543859649122,0.4638888888888889
21,3.7040171042868963,0.4769736842105263,1.031679928302765,0.5526315789473685,0.6792452830188679,0.5083333333333333
22,4.163607437359659,0.4769736842105263,1.0987574219703675,0.5263157894736842,0.6666666666666666,0.4277777777777778
23,3.457941579191308,0.5526315789473685,0.8784018874168396,0.5789473684210527,0.68,0.48888888888888893
24,3.7008778727368306,0.4901315789473684,1.117903459072113,0.5263157894736842,0.6785714285714286,0.44999999999999996
25,3.2147571966052055,0.5230263157894737,0.7956957757472992,0.5,0.6122448979591837,0.46111111111111114
26,3.9761127635444464,0.5032894736842105,0.9678602814674377,0.5263157894736842,0.64,0.4277777777777778
27,3.476175505863993,0.5131578947368421,0.8575776994228363,0.5263157894736842,0.6666666666666666,0.4305555555555556
28,3.3983038507009806,0.5493421052631579,1.1819708049297333,0.5,0.6274509803921569,0.4638888888888889
29,3.6710867309256603,0.4967105263157895,1.2468369483947754,0.47368421052631576,0.6153846153846154,0.4472222222222223
30,3.180698954745343,0.5,0.9414348542690277,0.5263157894736842,0.6538461538461539,0.4027777777777778
31,3.3885499435035804,0.5,1.0026608884334565,0.5526315789473685,0.6909090909090909,0.30000000000000004
32,3.734976937896327,0.4901315789473684,0.9312752962112427,0.5,0.6415094339622641,0.30000000000000004
33,3.5096162243893274,0.506578947368421,0.8762632548809052,0.5789473684210527,0.7037037037037037,0.38055555555555554
34,2.8744261351070906,0.5296052631578947,0.758978420495987,0.5,0.6415094339622641,0.4916666666666667
35,3.7274579437155473,0.47039473684210525,0.7726167500019073,0.4473684210526316,0.5714285714285714,0.4944444444444444
36,3.131657056902584,0.47039473684210525,0.8163827240467072,0.42105263157894735,0.56,0.48611111111111105
37,2.991171984296096,0.48355263157894735,0.8020093858242034,0.4473684210526316,0.5882352941176471,0.45833333333333337
38,2.999113176998339,0.5657894736842105,0.8256838917732239,0.5,0.6415094339622641,0.34722222222222227
39,3.5177632250676028,0.5164473684210527,0.8992067039012909,0.5,0.6545454545454545,0.33611111111111114
40,3.270420982257316,0.5230263157894737,0.8745403587818146,0.5263157894736842,0.6785714285714286,0.28611111111111115
41,3.8030289486050606,0.5131578947368421,0.9349719941616058,0.5263157894736842,0.6785714285714286,0.36944444444444446
42,3.198861854641061,0.5032894736842105,0.878498238325119,0.4473684210526316,0.5882352941176471,0.3416666666666667
43,3.1668866888472906,0.5526315789473685,0.8635168671607971,0.5,0.6545454545454545,0.3333333333333333
44,3.1318650355464532,0.4868421052631579,0.9014796555042267,0.47368421052631576,0.6296296296296297,0.34444444444444444
45,3.105902183016664,0.48355263157894735,0.8069959223270416,0.47368421052631576,0.6153846153846154,0.4694444444444445
46,3.1783412925310826,0.46381578947368424,0.852677297592163,0.47368421052631576,0.6153846153846154,0.3861111111111111
47,2.9309335272563133,0.5164473684210527,0.9290758192539215,0.5,0.6545454545454545,0.3138888888888889
48,3.611588725133946,0.4342105263157895,0.8780985713005066,0.47368421052631576,0.6153846153846154,0.33611111111111114
49,3.677794741956811,0.5164473684210527,0.783793717622757,0.47368421052631576,0.6,0.4638888888888889
50,3.476908665346472,0.5032894736842105,0.9853529930114746,0.47368421052631576,0.6153846153846154,0.3916666666666667
