epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
0,57.741211891174316,,65.64826850891113,,,
1,7.280919548712279,0.4901315789473684,1.9800968408584594,0.5,0.6415094339622641,0.5
2,7.74451767457159,0.47368421052631576,1.8433762073516846,0.4473684210526316,0.4,0.41944444444444445
3,6.451140725495,0.5,1.157936292886734,0.6052631578947368,0.6938775510204082,0.55
4,6.062121944992166,0.46710526315789475,1.0666466653347015,0.5789473684210527,0.6521739130434783,0.625
5,6.0988692798112565,0.46381578947368424,1.1717084646224976,0.42105263157894735,0.42105263157894735,0.375
6,5.659038629186781,0.5460526315789473,1.070622706413269,0.5526315789473685,0.6666666666666666,0.4527777777777778
7,6.09535027961982,0.4934210526315789,1.3311992049217225,0.42105263157894735,0.5,0.3555555555555556
8,4.596147630893699,0.555921052631579,1.7505277752876283,0.39473684210526316,0.4888888888888889,0.4638888888888889
9,5.40929050351444,0.47368421052631576,1.439023530483246,0.4473684210526316,0.5116279069767442,0.5166666666666667
10,5.393666303471515,0.5164473684210527,1.1776970624923706,0.47368421052631576,0.5,0.48611111111111105
11,5.441634490301735,0.47368421052631576,1.989301609992981,0.42105263157894735,0.5416666666666666,0.375
12,4.056953070195098,0.5230263157894737,1.3714500427246095,0.47368421052631576,0.5833333333333334,0.45
13,4.806775962051592,0.5296052631578947,2.169557499885559,0.3684210526315789,0.4,0.3666666666666667
14,4.693973596943052,0.5427631578947368,1.0711519837379455,0.5263157894736842,0.6785714285714286,0.5305555555555556
15,4.515730384149049,0.5,0.9442028522491455,0.39473684210526316,0.3783783783783784,0.3777777777777778
16,4.092536679714134,0.5197368421052632,1.1548628091812134,0.4473684210526316,0.43243243243243246,0.38055555555555554
17,4.771149560024864,0.4440789473684211,1.0532616019248962,0.39473684210526316,0.43902439024390244,0.4305555555555556
18,3.6892205806154954,0.5592105263157895,1.1497926115989685,0.47368421052631576,0.4117647058823529,0.4111111111111111
19,4.8753203686914945,0.4769736842105263,1.49659343957901,0.4473684210526316,0.27586206896551724,0.39722222222222214
20,3.966804667326965,0.4934210526315789,1.302364957332611,0.4473684210526316,0.36363636363636365,0.425
21,4.617032708306062,0.4868421052631579,0.8077726006507874,0.5526315789473685,0.5405405405405406,0.5638888888888889
22,3.411964418856721,0.5098684210526315,0.8117740750312805,0.6578947368421053,0.7346938775510204,0.6305555555555556
23,3.8319460714333937,0.5131578947368421,0.7778226375579834,0.5526315789473685,0.6382978723404256,0.5222222222222223
24,3.6629028634021155,0.5493421052631579,1.048633372783661,0.5,0.5128205128205128,0.48055555555555557
25,4.141715661475533,0.46710526315789475,0.9193448424339294,0.5,0.6122448979591837,0.48888888888888893
26,2.8600001786100235,0.5657894736842105,0.8797816395759582,0.5263157894736842,0.5714285714285714,0.5333333333333334
27,3.6918132436510764,0.5,1.1663634538650514,0.5,0.5957446808510638,0.4388888888888889
28,3.246135257968777,0.5328947368421053,0.8802528858184815,0.47368421052631576,0.5238095238095238,0.41388888888888886
29,2.847187475938546,0.4967105263157895,0.8030938386917115,0.5,0.5581395348837209,0.4388888888888889
30,3.0782443677124225,0.5032894736842105,0.7187553763389587,0.5526315789473685,0.5142857142857142,0.5527777777777778
31,3.2585857369397817,0.48355263157894735,0.8839272260665894,0.39473684210526316,0.30303030303030304,0.45
32,3.6619568336073396,0.45394736842105265,0.962774646282196,0.4473684210526316,0.36363636363636365,0.41666666666666663
33,2.988560882053877,0.5164473684210527,0.8631739139556884,0.4473684210526316,0.46153846153846156,0.4527777777777777
34,3.020715760557275,0.5197368421052632,0.8315265536308288,0.47368421052631576,0.5,0.4583333333333333
35,2.6217274618776223,0.5164473684210527,0.9444170594215393,0.42105263157894735,0.3125,0.4305555555555556
36,3.2607432643049643,0.4868421052631579,1.0078360557556152,0.4473684210526316,0.43243243243243246,0.46111111111111114
37,3.3098021937828315,0.5098684210526315,0.8439019918441772,0.47368421052631576,0.4444444444444444,0.44722222222222224
38,2.278311248672636,0.5592105263157895,0.8867058992385864,0.39473684210526316,0.30303030303030304,0.4555555555555555
39,2.8006971164753565,0.5032894736842105,0.9682753205299377,0.39473684210526316,0.30303030303030304,0.4277777777777778
40,2.595107803415311,0.5197368421052632,0.8758255839347839,0.34210526315789475,0.24242424242424243,0.4
41,2.6520416728760066,0.5493421052631579,0.9168304920196533,0.5,0.45714285714285713,0.49444444444444446
42,2.6784881196523966,0.5361842105263158,0.9311784029006958,0.42105263157894735,0.35294117647058826,0.40555555555555556
43,3.0228929488282454,0.4967105263157895,0.8969537854194641,0.42105263157894735,0.42105263157894735,0.4388888888888889
44,2.9612787169845483,0.5427631578947368,0.8878874897956848,0.4473684210526316,0.5116279069767442,0.5000000000000001
45,2.6025284058169316,0.4901315789473684,0.9725045680999755,0.4473684210526316,0.43243243243243246,0.4361111111111111
46,2.840442970395088,0.4967105263157895,0.9568692445755005,0.4473684210526316,0.4,0.41388888888888886
47,2.4423737737693285,0.625,0.9329731345176697,0.3684210526315789,0.3333333333333333,0.4027777777777778
48,3.251869254990628,0.5230263157894737,0.8824256896972656,0.5,0.4864864864864865,0.43333333333333335
49,2.9573455084311333,0.5493421052631579,0.9017141103744507,0.42105263157894735,0.35294117647058826,0.4138888888888889
50,2.610809086969024,0.5197368421052632,0.9186970591545105,0.47368421052631576,0.5,0.4666666666666667
