epoch,train_loss,train_acc,val_loss,val_acc,val_f1,val_auc
1,0.732613836464129,0.5230263157894737,0.6966813087463379,0.4473684210526316,0.4878048780487805,0.4666666666666667
2,0.7135189489314431,0.5526315789473685,0.6860610604286194,0.5263157894736842,0.6896551724137931,0.5
3,0.70517792513496,0.4769736842105263,0.6907744526863098,0.5,0.6666666666666666,0.48055555555555557
4,0.7000072802367964,0.506578947368421,0.7109777212142945,0.47368421052631576,0.0,0.4444444444444444
5,0.6943507116091879,0.5855263157894737,0.6951613903045655,0.47368421052631576,0.0,0.5222222222222223
6,0.697171981397428,0.5263157894736842,0.6907811403274536,0.5263157894736842,0.6896551724137931,0.49722222222222223
7,0.6979951011507135,0.45723684210526316,0.6918199896812439,0.5263157894736842,0.6666666666666666,0.4833333333333333
8,0.6926074200554898,0.5131578947368421,0.694692862033844,0.47368421052631576,0.0,0.4916666666666667
9,0.6927956421124307,0.5460526315789473,0.697294807434082,0.47368421052631576,0.0,0.475
10,0.698072999715805,0.506578947368421,0.6912384867668152,0.5526315789473685,0.6666666666666666,0.5194444444444444
11,0.6924978980892583,0.506578947368421,0.69241281747818,0.47368421052631576,0.3333333333333333,0.5027777777777778
12,0.6889255611520064,0.5526315789473685,0.698454213142395,0.4473684210526316,0.36363636363636365,0.4527777777777777
13,0.6940075927659085,0.5657894736842105,0.6780664324760437,0.5263157894736842,0.625,0.5361111111111111
14,0.6954572781136161,0.5,0.6906697511672973,0.5263157894736842,0.6086956521739131,0.5055555555555555
15,0.6910238909093958,0.5131578947368421,0.6947233080863953,0.5,0.42424242424242425,0.49722222222222223
16,0.6901627982917585,0.5855263157894737,0.6806223750114441,0.6052631578947368,0.7272727272727273,0.5472222222222223
17,0.6939451961140883,0.48026315789473684,0.6918609023094178,0.47368421052631576,0.47368421052631576,0.5027777777777778
18,0.682467520236969,0.5888157894736842,0.7148348093032837,0.5263157894736842,0.25,0.4277777777777778
19,0.6819959706381747,0.5394736842105263,0.7038349509239197,0.42105263157894735,0.3888888888888889,0.4277777777777778
20,0.6879391764339647,0.5592105263157895,0.6825437068939209,0.4473684210526316,0.5531914893617021,0.4972222222222222
21,0.6914433005609011,0.5,0.704023814201355,0.5526315789473685,0.37037037037037035,0.4555555555555556
22,0.69191197188277,0.5493421052631579,0.6971382379531861,0.5263157894736842,0.3076923076923077,0.4388888888888889
23,0.6810614984286459,0.5657894736842105,0.6895829796791076,0.47368421052631576,0.5,0.47500000000000003
24,0.6799132682775196,0.5493421052631579,0.68826824426651,0.4473684210526316,0.5333333333333333,0.4305555555555556
25,0.691923012858943,0.5493421052631579,0.6754251956939697,0.5263157894736842,0.5714285714285714,0.5111111111111111
26,0.6769263336532995,0.555921052631579,0.6916148662567139,0.42105263157894735,0.47619047619047616,0.4305555555555556
27,0.6699469952206862,0.5888157894736842,0.6903409481048584,0.39473684210526316,0.46511627906976744,0.4194444444444445
28,0.6758005336711281,0.555921052631579,0.7069703578948975,0.42105263157894735,0.47619047619047616,0.41666666666666663
29,0.6704897676643572,0.6052631578947368,0.6904031991958618,0.42105263157894735,0.56,0.425
30,0.6749766123922247,0.5197368421052632,0.7028231143951416,0.42105263157894735,0.42105263157894735,0.4222222222222223
31,0.6746137001012501,0.5789473684210527,0.6978342175483704,0.39473684210526316,0.46511627906976744,0.3972222222222222
32,0.6702461148563185,0.555921052631579,0.6896531462669373,0.39473684210526316,0.46511627906976744,0.41944444444444445
33,0.6753138821375998,0.5953947368421053,0.686632227897644,0.4473684210526316,0.4878048780487805,0.4055555555555555
34,0.6756251187700975,0.555921052631579,0.7092062711715699,0.4473684210526316,0.27586206896551724,0.3944444444444445
35,0.6672812135596025,0.5789473684210527,0.711692214012146,0.47368421052631576,0.4444444444444444,0.42500000000000004
36,0.6733392649575284,0.5592105263157895,0.6961386799812317,0.4473684210526316,0.4878048780487805,0.42500000000000004
37,0.6591743873922449,0.6480263157894737,0.7306180477142334,0.47368421052631576,0.4117647058823529,0.40555555555555556
38,0.6787829038343931,0.569078947368421,0.7057973980903626,0.42105263157894735,0.42105263157894735,0.3666666666666667
39,0.6640872343590385,0.5822368421052632,0.6971310138702392,0.39473684210526316,0.46511627906976744,0.4027777777777778
40,0.6632093928362194,0.5921052631578947,0.7186756491661072,0.39473684210526316,0.30303030303030304,0.37777777777777777
41,0.6645301360833017,0.5953947368421053,0.7082829594612121,0.42105263157894735,0.42105263157894735,0.3861111111111112
42,0.6596300147081676,0.5986842105263158,0.7058550119400024,0.42105263157894735,0.42105263157894735,0.4
43,0.6608099435505114,0.5723684210526315,0.7070099711418152,0.42105263157894735,0.45,0.4027777777777778
44,0.6629790961742401,0.6052631578947368,0.707465124130249,0.39473684210526316,0.43902439024390244,0.40555555555555556
45,0.663661495635384,0.5822368421052632,0.7093076109886169,0.42105263157894735,0.45,0.4
46,0.6542094177321384,0.6151315789473685,0.7108811259269714,0.42105263157894735,0.45,0.4027777777777778
47,0.6531978665213836,0.6085526315789473,0.7090412259101868,0.42105263157894735,0.47619047619047616,0.4027777777777778
48,0.6506031853588004,0.5953947368421053,0.7077824115753174,0.4473684210526316,0.4878048780487805,0.41666666666666663
49,0.6529396458675987,0.6118421052631579,0.7112016201019287,0.42105263157894735,0.45,0.4027777777777778
50,0.6560487017819756,0.5921052631578947,0.7113080382347107,0.42105263157894735,0.45,0.3944444444444445
